run_id,episode_id,algorithm,scene_id,scene_split,training_seed,seed,config_version,git_commit,git_dirty,submodule_commits_json,policy_checkpoint_sha256,scenario_manifest_sha256,localization_mode,success,collision,terminated,truncated,termination_reason,path_length,navigation_time,path_efficiency,smoothness,linear_acc_rms,angular_acc_rms,min_obstacle_distance,near_collision_time_ratio,parameter_adjustment_count,parameter_total_variation,projection_intervention_count,safety_filter_intervention_count,safety_fallback_count,fallback_duration,fallback_recovery_count,planner_failure_count,candidate_parameter_violation_count,semantic_direction_consistency,inference_latency_mean,parameter_write_latency_mean,parameter_activation_latency_mean,operator_intervention_count,bag_uri,notes
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000001,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.508474082913796,3.1559999999999997,1.001904870492097,0.23952928710246257,,,30.0,0.0,4,3.563396540709905,2,0,0,0.0,0,0,2,,0.0,30.999999999999915,72.5,0,,T11 train phase; undiscounted_return=18.640309
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000002,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.578526736654715,3.354000000000001,1.0002691982137237,0.24147827025464605,,,30.0,0.0,4,5.099465818064553,3,0,0,0.0,0,0,3,,0.0,34.5000000000002,58.49999999999977,0,,T11 train phase; undiscounted_return=18.6374111
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000003,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.52467702268774,3.66,0.9924342994162774,0.34039998288797313,,,30.0,0.0,4,4.346788656427744,2,0,0,0.0,0,0,2,,0.0,31.49999999999986,48.99999999999993,0,,T11 train phase; undiscounted_return=18.0269162
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000004,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.5838482654247446,3.3580000000000005,1.0004934769936067,0.19342113140899875,,,30.0,0.0,4,5.610381707407182,0,0,0,0.0,0,0,0,,0.0,32.50000000000108,59.000000000000604,0,,T11 train phase; undiscounted_return=18.9041664
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000005,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.4794408972286845,3.3540000000000028,0.9986845272502703,0.2276101595979678,,,30.0,0.0,4,5.2305241593292795,3,0,0,0.0,0,0,3,,0.0,35.99999999999959,59.500000000000774,0,,T11 train phase; undiscounted_return=18.3245144
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000006,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.561778298851773,3.3599999999999994,1.001293665972411,0.22953573196089516,,,30.0,0.0,4,4.770637347584676,1,0,0,0.0,0,0,1,,0.0,36.5000000000002,72.49999999999979,0,,T11 train phase; undiscounted_return=18.4578145
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000007,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.523248170467008,3.338000000000001,1.0013248661025098,0.2455114178339742,,,30.0,0.0,4,5.40946813906942,3,0,0,0.0,0,0,3,,0.0,39.00000000000059,70.00000000000117,0,,T11 train phase; undiscounted_return=18.2705937
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000008,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.5380003003588847,3.6500000000000057,1.0011096746348729,0.1293384775329275,,,30.0,0.0,4,7.3434603035449975,1,0,0,0.0,0,0,1,,0.0,36.5000000000002,57.49999999999922,0,,T11 train phase; undiscounted_return=17.8412498
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000009,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.540958664972539,3.353999999999999,0.998535414144836,0.20877304264190005,,,30.0,0.0,4,3.8661638538042706,3,0,0,0.0,0,0,3,,0.0,32.500000000002416,49.000000000001265,0,,T11 train phase; undiscounted_return=18.9616377
t11_direct_theta_fullsafety_seed101,t11_direct_theta_fullsafety_seed101-episode-000010,RL-TEB-Direct-Theta,t11-train-clear-straight,train,101,101,t11_gazebo_formal_v1+FullSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.551124980396828,3.246000000000002,1.0020546378823822,0.23921702268314535,,,30.0,0.0,4,2.9301115947110308,2,0,0,0.0,0,0,2,,0.0,34.999999999998366,56.99999999999861,0,,T11 train phase; undiscounted_return=18.8433396
