run_id,episode_id,algorithm,scene_id,scene_split,training_seed,seed,config_version,git_commit,git_dirty,submodule_commits_json,policy_checkpoint_sha256,scenario_manifest_sha256,localization_mode,success,collision,terminated,truncated,termination_reason,path_length,navigation_time,path_efficiency,smoothness,linear_acc_rms,angular_acc_rms,min_obstacle_distance,near_collision_time_ratio,parameter_adjustment_count,parameter_total_variation,projection_intervention_count,safety_filter_intervention_count,safety_fallback_count,fallback_duration,fallback_recovery_count,planner_failure_count,candidate_parameter_violation_count,semantic_direction_consistency,inference_latency_mean,parameter_write_latency_mean,parameter_activation_latency_mean,operator_intervention_count,bag_uri,notes
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000001,RL-TEB-Eta-NoSafety,t11-test-id-clear-straight,test_id,104,201,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.9745561107312537,3.54,0.9935399789886167,0.2680011108141999,,,30.0,0.0,4,0.1275228928623974,0,0,0,0.0,0,0,0,,1.9626457506092265,28.9999999999998,43.999999999999815,0,,T11 test phase; undiscounted_return=20.0231435
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000002,RL-TEB-Eta-NoSafety,t11-test-id-left,test_id,104,201,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,3.997545670578489,4.435999999999999,0.9614489881609467,0.24495610374675084,,,30.0,0.0,6,0.4063441570595044,0,0,0,0.0,0,0,0,,1.7880550003610551,24.33333333333302,52.3333333333332,0,,T11 test phase; undiscounted_return=24.221128
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000003,RL-TEB-Eta-NoSafety,t11-test-id-obstacle,test_id,104,201,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,5.969115925294777,6.843999999999999,0.8647632523563081,0.42562067555172667,,,0.3522786100016258,0.0,10,1.5906764581416137,0,0,0,0.0,0,0,0,,1.9628658003057353,25.799999999999734,83.0,0,,T11 test phase; undiscounted_return=27.684632
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000004,RL-TEB-Eta-NoSafety,t11-test-id-corridor,test_id,104,201,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,5.057607201705708,5.658000000000001,1.0012475300992922,0.18206502910301986,,,0.43501034793484283,0.0,8,4.086874962358747,0,0,0,0.0,0,0,0,,1.6281208736472763,25.500000000000078,69.75000000000043,0,,T11 test phase; undiscounted_return=28.2877815
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000005,RL-TEB-Eta-NoSafety,t11-test-id-clear-straight,test_id,104,202,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,3.088604678978369,3.654,0.9993530265978254,0.21882026242143215,,,30.0,0.0,4,0.11090778305589384,0,0,0,0.0,0,0,0,,2.8120967490394833,24.499999999998856,56.499999999998884,0,,T11 test phase; undiscounted_return=20.1311345
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000006,RL-TEB-Eta-NoSafety,t11-test-id-left,test_id,104,202,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,4.130144605340523,4.556000000000001,0.9643342988094871,0.22299610186148955,,,30.0,0.0,6,0.3531395667299655,0,0,0,0.0,0,0,0,,1.5635723333010294,27.333333333332394,62.999999999999424,0,,T11 test phase; undiscounted_return=24.3131797
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000007,RL-TEB-Eta-NoSafety,t11-test-id-obstacle,test_id,104,202,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,6.058006543503198,7.034000000000006,0.861244592403571,0.5246703399613281,,,0.33638007993387514,0.0,10,1.5422547812422498,0,0,0,0.0,0,0,0,,2.09064549926552,24.200000000000443,63.39999999999861,0,,T11 test phase; undiscounted_return=27.9504185
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000008,RL-TEB-Eta-NoSafety,t11-test-id-corridor,test_id,104,202,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,4.8971360947911355,7.5419999999999945,1.001116866498043,0.37102995903293085,,,0.43993839916609045,0.0,10,5.083810758799323,0,0,0,0.0,0,0,0,,2.097404199594166,30.000000000000426,77.79999999999916,0,,T11 test phase; undiscounted_return=25.8087277
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000009,RL-TEB-Eta-NoSafety,t11-test-id-clear-straight,test_id,104,203,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,2.946921971842648,3.5619999999999976,1.0005075462508397,0.23212306525839482,,,30.0,0.0,4,0.10620416427568741,0,0,0,0.0,0,0,0,,1.5261187472788151,25.000000000000355,46.99999999999882,0,,T11 test phase; undiscounted_return=20.2471618
t11_semantic_eta_no_safety_seed104,t11_semantic_eta_no_safety_seed104-episode-000010,RL-TEB-Eta-NoSafety,t11-test-id-left,test_id,104,203,t11_gazebo_formal_v1+NoSafety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},be564cb7ed5fe8627e4f6fe704e4d814405492f5c4726b1a3f49e1b9bbbe79a3,7bd16763e0c650dd14798c7b42d22c312d871906ff5cae53e5f8ed1e9de71f4f,gazebo,true,false,true,false,goal,4.100753406175064,4.542000000000002,0.9638242228622785,0.20584877990807135,,,30.0,0.0,6,0.3644055459644299,0,0,0,0.0,0,0,0,,1.586724665685324,23.999999999999726,92.33333333333367,0,,T11 test phase; undiscounted_return=23.9361507
